Дата,Год,Год-мес,точка,бренд,товар,Количество,Продажи,Себестоимость
2021-01-01,2021,202101,на Гагарина,Babidas,BA ice-4231,18,96390,35568.0
2021-02-01,2021,202102,на Гагарина,Babidas,BA ice-4231,11,54208,21736.0
2021-03-01,2021,202103,на Гагарина,Babidas,BA ice-4231,9,43002,17784.0
2021-04-01,2021,202104,на Гагарина,Babidas,BA ice-4231,17,94758,33592.0
2021-05-01,2021,202105,на Гагарина,Babidas,BA ice-4231,21,116676,41496.0
2021-06-01,2021,202106,на Гагарина,Babidas,BA ice-4231,20,97380,39520.0
2021-07-01,2021,202107,на Гагарина,Babidas,BA ice-4231,21,66360,41496.0
2021-08-01,2021,202108,на Гагарина,Babidas,BA ice-4231,18,90558,35568.0
2021-09-01,2021,202109,на Гагарина,Babidas,BA ice-4231,19,87286,37544.0
2021-10-01,2021,202110,на Гагарина,Babidas,BA ice-4231,15,80745,29640.0
2021-11-01,2021,202111,на Гагарина,Babidas,BA ice-4231,11,59532,21736.0
2021-12-01,2021,202112,на Гагарина,Babidas,BA ice-4231,13,58851,25688.0
2022-01-01,2022,202201,на Гагарина,Babidas,BA ice-4231,19,105564,37544.0
2022-02-01,2022,202202,на Гагарина,Babidas,BA ice-4231,12,64044,23712.0
2022-03-01,2022,202203,на Гагарина,Babidas,BA ice-4231,10,43450,19760.0
2022-04-01,2022,202204,на Гагарина,Babidas,BA ice-4231,18,94248,35568.0
2022-05-01,2022,202205,на Гагарина,Babidas,BA ice-4231,23,134366,45448.0
2022-06-01,2022,202206,на Гагарина,Babidas,BA ice-4231,22,118140,43472.0
2022-07-01,2022,202207,на Гагарина,Babidas,BA ice-4231,23,84502,45448.0
2022-08-01,2022,202208,на Гагарина,Babidas,BA ice-4231,19,79192,37544.0
2022-09-01,2022,202209,на Гагарина,Babidas,BA ice-4231,21,93618,41496.0
2022-10-01,2022,202210,на Гагарина,Babidas,BA ice-4231,17,84405,33592.0
2022-11-01,2022,202211,на Гагарина,Babidas,BA ice-4231,12,56544,23712.0
2022-12-01,2022,202212,на Гагарина,Babidas,BA ice-4231,15,68715,29640.0
2021-01-01,2021,202101,на Гагарина,Babidas,BA ai-2960,16,93216,28800.0
2021-02-01,2021,202102,на Гагарина,Babidas,BA ai-2960,10,64860,18000.0
2021-03-01,2021,202103,на Гагарина,Babidas,BA ai-2960,8,42616,14400.0
2021-04-01,2021,202104,на Гагарина,Babidas,BA ai-2960,15,98445,27000.0
2021-05-01,2021,202105,на Гагарина,Babidas,BA ai-2960,19,133836,34200.0
2021-06-01,2021,202106,на Гагарина,Babidas,BA ai-2960,18,102636,32400.0
2021-07-01,2021,202107,на Гагарина,Babidas,BA ai-2960,19,81301,34200.0
2021-08-01,2021,202108,на Гагарина,Babidas,BA ai-2960,16,84112,28800.0
2021-09-01,2021,202109,на Гагарина,Babidas,BA ai-2960,17,95098,30600.0
2021-10-01,2021,202110,на Гагарина,Babidas,BA ai-2960,14,78694,25200.0
2021-11-01,2021,202111,на Гагарина,Babidas,BA ai-2960,10,57840,18000.0
2021-12-01,2021,202112,на Гагарина,Babidas,BA ai-2960,12,56340,21600.0
2022-01-01,2022,202201,на Гагарина,Babidas,BA ai-2960,17,96968,30600.0
2022-02-01,2022,202202,на Гагарина,Babidas,BA ai-2960,11,65362,19800.0
2022-03-01,2022,202203,на Гагарина,Babidas,BA ai-2960,9,43659,16200.0
2022-04-01,2022,202204,на Гагарина,Babidas,BA ai-2960,16,102144,28800.0
2022-05-01,2022,202205,на Гагарина,Babidas,BA ai-2960,21,125370,37800.0
2022-06-01,2022,202206,на Гагарина,Babidas,BA ai-2960,20,120980,36000.0
2022-07-01,2022,202207,на Гагарина,Babidas,BA ai-2960,21,79800,37800.0
2022-08-01,2022,202208,на Гагарина,Babidas,BA ai-2960,17,84167,30600.0
2022-09-01,2022,202209,на Гагарина,Babidas,BA ai-2960,18,85986,32400.0
2022-10-01,2022,202210,на Гагарина,Babidas,BA ai-2960,15,87375,27000.0
2022-11-01,2022,202211,на Гагарина,Babidas,BA ai-2960,11,62095,19800.0
2022-12-01,2022,202212,на Гагарина,Babidas,BA ai-2960,13,72358,23400.0
2021-01-01,2021,202101,на Гагарина,Asic,AS air-7520,11,396770,227150.0
2021-02-01,2021,202102,на Гагарина,Asic,AS air-7520,7,256319,144550.0
2021-03-01,2021,202103,на Гагарина,Asic,AS air-7520,6,212496,123900.0
2021-04-01,2021,202104,на Гагарина,Asic,AS air-7520,10,371640,206500.0
2021-05-01,2021,202105,на Гагарина,Asic,AS air-7520,13,478920,268450.0
2021-06-01,2021,202106,на Гагарина,Asic,AS air-7520,12,432012,247800.0
2021-07-01,2021,202107,на Гагарина,Asic,AS air-7520,13,449475,268450.0
2021-08-01,2021,202108,на Гагарина,Asic,AS air-7520,11,398112,227150.0
2021-09-01,2021,202109,на Гагарина,Asic,AS air-7520,11,395604,227150.0
2021-10-01,2021,202110,на Гагарина,Asic,AS air-7520,9,332307,185850.0
2021-11-01,2021,202111,на Гагарина,Asic,AS air-7520,7,254933,144550.0
2021-12-01,2021,202112,на Гагарина,Asic,AS air-7520,8,288568,165200.0
2022-01-01,2022,202201,на Гагарина,Asic,AS air-7520,12,436356,247800.0
2022-02-01,2022,202202,на Гагарина,Asic,AS air-7520,8,289720,165200.0
2022-03-01,2022,202203,на Гагарина,Asic,AS air-7520,6,214344,123900.0
2022-04-01,2022,202204,на Гагарина,Asic,AS air-7520,11,409849,227150.0
2022-05-01,2022,202205,на Гагарина,Asic,AS air-7520,14,513394,289100.0
2022-06-01,2022,202206,на Гагарина,Asic,AS air-7520,13,471263,268450.0
2022-07-01,2022,202207,на Гагарина,Asic,AS air-7520,14,491274,289100.0
2022-08-01,2022,202208,на Гагарина,Asic,AS air-7520,12,427164,247800.0
2022-09-01,2022,202209,на Гагарина,Asic,AS air-7520,13,460239,268450.0
2022-10-01,2022,202210,на Гагарина,Asic,AS air-7520,10,370930,206500.0
2022-11-01,2022,202211,на Гагарина,Asic,AS air-7520,8,294728,165200.0
2022-12-01,2022,202212,на Гагарина,Asic,AS air-7520,9,320472,185850.0
2021-01-01,2021,202101,на Гагарина,Asic,AS grou-3318,9,297009,141120.0
2021-02-01,2021,202102,на Гагарина,Asic,AS grou-3318,6,200988,94080.0
2021-03-01,2021,202103,на Гагарина,Asic,AS grou-3318,5,166695,78400.0
2021-04-01,2021,202104,на Гагарина,Asic,AS grou-3318,8,273288,125440.0
2021-05-01,2021,202105,на Гагарина,Asic,AS grou-3318,10,340120,156800.0
2021-06-01,2021,202106,на Гагарина,Asic,AS grou-3318,10,333270,156800.0
2021-07-01,2021,202107,на Гагарина,Asic,AS grou-3318,10,320510,156800.0
2021-08-01,2021,202108,на Гагарина,Asic,AS grou-3318,9,296325,141120.0
2021-09-01,2021,202109,на Гагарина,Asic,AS grou-3318,9,296766,141120.0
2021-10-01,2021,202110,на Гагарина,Asic,AS grou-3318,8,265416,125440.0
2021-11-01,2021,202111,на Гагарина,Asic,AS grou-3318,6,197886,94080.0
2021-12-01,2021,202112,на Гагарина,Asic,AS grou-3318,7,228095,109760.0
2022-01-01,2022,202201,на Гагарина,Asic,AS grou-3318,10,335180,156800.0
2022-02-01,2022,202202,на Гагарина,Asic,AS grou-3318,6,203166,94080.0
2022-03-01,2022,202203,на Гагарина,Asic,AS grou-3318,5,162645,78400.0
2022-04-01,2022,202204,на Гагарина,Asic,AS grou-3318,9,302913,141120.0
2022-05-01,2022,202205,на Гагарина,Asic,AS grou-3318,11,369919,172480.0
2022-06-01,2022,202206,на Гагарина,Asic,AS grou-3318,11,369765,172480.0
2022-07-01,2022,202207,на Гагарина,Asic,AS grou-3318,11,355410,172480.0
2022-08-01,2022,202208,на Гагарина,Asic,AS grou-3318,10,323250,156800.0
2022-09-01,2022,202209,на Гагарина,Asic,AS grou-3318,10,328320,156800.0
2022-10-01,2022,202210,на Гагарина,Asic,AS grou-3318,8,270376,125440.0
2022-11-01,2022,202211,на Гагарина,Asic,AS grou-3318,6,202656,94080.0
2022-12-01,2022,202212,на Гагарина,Asic,AS grou-3318,7,233219,109760.0
2021-01-01,2021,202101,на Гагарина,Asic,AS gre-2748,10,429550,180600.0
2021-02-01,2021,202102,на Гагарина,Asic,AS gre-2748,6,262830,108360.0
2021-03-01,2021,202103,на Гагарина,Asic,AS gre-2748,5,214880,90300.0
2021-04-01,2021,202104,на Гагарина,Asic,AS gre-2748,9,389835,162540.0
2021-05-01,2021,202105,на Гагарина,Asic,AS gre-2748,11,481921,198660.0
2021-06-01,2021,202106,на Гагарина,Asic,AS gre-2748,11,479039,198660.0
2021-07-01,2021,202107,на Гагарина,Asic,AS gre-2748,11,460031,198660.0
2021-08-01,2021,202108,на Гагарина,Asic,AS gre-2748,10,430770,180600.0
2021-09-01,2021,202109,на Гагарина,Asic,AS gre-2748,10,429210,180600.0
2021-10-01,2021,202110,на Гагарина,Asic,AS gre-2748,9,389268,162540.0
2021-11-01,2021,202111,на Гагарина,Asic,AS gre-2748,6,261432,108360.0
2021-12-01,2021,202112,на Гагарина,Asic,AS gre-2748,7,299068,126420.0
2022-01-01,2022,202201,на Гагарина,Asic,AS gre-2748,11,474408,198660.0
2022-02-01,2022,202202,на Гагарина,Asic,AS gre-2748,7,306957,126420.0
2022-03-01,2022,202203,на Гагарина,Asic,AS gre-2748,6,254430,108360.0
2022-04-01,2022,202204,на Гагарина,Asic,AS gre-2748,10,433070,180600.0
2022-05-01,2022,202205,на Гагарина,Asic,AS gre-2748,13,567515,234780.0
2022-06-01,2022,202206,на Гагарина,Asic,AS gre-2748,12,521688,216720.0
2022-07-01,2022,202207,на Гагарина,Asic,AS gre-2748,13,538603,234780.0
2022-08-01,2022,202208,на Гагарина,Asic,AS gre-2748,11,475398,198660.0
2022-09-01,2022,202209,на Гагарина,Asic,AS gre-2748,11,472670,198660.0
2022-10-01,2022,202210,на Гагарина,Asic,AS gre-2748,9,391590,162540.0
2022-11-01,2022,202211,на Гагарина,Asic,AS gre-2748,7,306033,126420.0
2022-12-01,2022,202212,на Гагарина,Asic,AS gre-2748,8,340480,144480.0
2021-01-01,2021,202101,на Гагарина,Asic,AS earth-9544,9,257976,100800.0
2021-02-01,2021,202102,на Гагарина,Asic,AS earth-9544,6,172914,67200.0
2021-03-01,2021,202103,на Гагарина,Asic,AS earth-9544,5,143465,56000.0
2021-04-01,2021,202104,на Гагарина,Asic,AS earth-9544,8,239712,89600.0
2021-05-01,2021,202105,на Гагарина,Asic,AS earth-9544,10,301020,112000.0
2021-06-01,2021,202106,на Гагарина,Asic,AS earth-9544,10,298410,112000.0
2021-07-01,2021,202107,на Гагарина,Asic,AS earth-9544,10,275940,112000.0
2021-08-01,2021,202108,на Гагарина,Asic,AS earth-9544,9,264177,100800.0
2021-09-01,2021,202109,на Гагарина,Asic,AS earth-9544,9,259011,100800.0
2021-10-01,2021,202110,на Гагарина,Asic,AS earth-9544,8,237704,89600.0
2021-11-01,2021,202111,на Гагарина,Asic,AS earth-9544,6,176598,67200.0
2021-12-01,2021,202112,на Гагарина,Asic,AS earth-9544,7,201474,78400.0
2022-01-01,2022,202201,на Гагарина,Asic,AS earth-9544,10,299130,112000.0
2022-02-01,2022,202202,на Гагарина,Asic,AS earth-9544,6,174786,67200.0
2022-03-01,2022,202203,на Гагарина,Asic,AS earth-9544,5,141350,56000.0
2022-04-01,2022,202204,на Гагарина,Asic,AS earth-9544,9,265554,100800.0
2022-05-01,2022,202205,на Гагарина,Asic,AS earth-9544,11,325050,123200.0
2022-06-01,2022,202206,на Гагарина,Asic,AS earth-9544,11,320760,123200.0
2022-07-01,2022,202207,на Гагарина,Asic,AS earth-9544,11,302148,123200.0
2022-08-01,2022,202208,на Гагарина,Asic,AS earth-9544,10,283250,112000.0
2022-09-01,2022,202209,на Гагарина,Asic,AS earth-9544,10,288950,112000.0
2022-10-01,2022,202210,на Гагарина,Asic,AS earth-9544,9,264645,100800.0
2022-11-01,2022,202211,на Гагарина,Asic,AS earth-9544,6,179256,67200.0
2022-12-01,2022,202212,на Гагарина,Asic,AS earth-9544,7,203448,78400.0
2021-01-01,2021,202101,на Гагарина,Asic,AS ais-7331,11,513315,277200.00000000006
2021-02-01,2021,202102,на Гагарина,Asic,AS ais-7331,7,322098,176400.00000000003
2021-03-01,2021,202103,на Гагарина,Asic,AS ais-7331,6,274482,151200.00000000003
2021-04-01,2021,202104,на Гагарина,Asic,AS ais-7331,10,472480,252000.00000000003
2021-05-01,2021,202105,на Гагарина,Asic,AS ais-7331,13,606827,327600.00000000006
2021-06-01,2021,202106,на Гагарина,Asic,AS ais-7331,12,556296,302400.00000000006
2021-07-01,2021,202107,на Гагарина,Asic,AS ais-7331,13,579319,327600.00000000006
2021-08-01,2021,202108,на Гагарина,Asic,AS ais-7331,11,505263,277200.00000000006
2021-09-01,2021,202109,на Гагарина,Asic,AS ais-7331,12,543144,302400.00000000006
2021-10-01,2021,202110,на Гагарина,Asic,AS ais-7331,10,458140,252000.00000000003
2021-11-01,2021,202111,на Гагарина,Asic,AS ais-7331,7,324681,176400.00000000003
2021-12-01,2021,202112,на Гагарина,Asic,AS ais-7331,8,364520,201600.00000000003
2022-01-01,2022,202201,на Гагарина,Asic,AS ais-7331,12,553728,302400.00000000006
2022-02-01,2022,202202,на Гагарина,Asic,AS ais-7331,8,376168,201600.00000000003
2022-03-01,2022,202203,на Гагарина,Asic,AS ais-7331,6,273606,151200.00000000003
2022-04-01,2022,202204,на Гагарина,Asic,AS ais-7331,11,509872,277200.00000000006
2022-05-01,2022,202205,на Гагарина,Asic,AS ais-7331,14,653142,352800.00000000006
2022-06-01,2022,202206,на Гагарина,Asic,AS ais-7331,14,640402,352800.00000000006
2022-07-01,2022,202207,на Гагарина,Asic,AS ais-7331,14,631932,352800.00000000006
2022-08-01,2022,202208,на Гагарина,Asic,AS ais-7331,12,547824,302400.00000000006
2022-09-01,2022,202209,на Гагарина,Asic,AS ais-7331,13,601497,327600.00000000006
2022-10-01,2022,202210,на Гагарина,Asic,AS ais-7331,11,512215,277200.00000000006
2022-11-01,2022,202211,на Гагарина,Asic,AS ais-7331,8,372160,201600.00000000003
2022-12-01,2022,202212,на Гагарина,Asic,AS ais-7331,9,411858,226800.00000000003
2021-01-01,2021,202101,на Гагарина,Asic,AS ice-2172,11,203247,104720.0
2021-02-01,2021,202102,на Гагарина,Asic,AS ice-2172,7,132454,66640.0
2021-03-01,2021,202103,на Гагарина,Asic,AS ice-2172,6,106872,57120.0
2021-04-01,2021,202104,на Гагарина,Asic,AS ice-2172,10,184540,95200.0
2021-05-01,2021,202105,на Гагарина,Asic,AS ice-2172,13,249938,123760.0
2021-06-01,2021,202106,на Гагарина,Asic,AS ice-2172,12,219828,114240.0
2021-07-01,2021,202107,на Гагарина,Asic,AS ice-2172,13,220155,123760.0
2021-08-01,2021,202108,на Гагарина,Asic,AS ice-2172,11,192313,104720.0
2021-09-01,2021,202109,на Гагарина,Asic,AS ice-2172,12,213984,114240.0
2021-10-01,2021,202110,на Гагарина,Asic,AS ice-2172,10,183520,95200.0
2021-11-01,2021,202111,на Гагарина,Asic,AS ice-2172,7,125244,66640.0
2021-12-01,2021,202112,на Гагарина,Asic,AS ice-2172,8,143696,76160.0
2022-01-01,2022,202201,на Гагарина,Asic,AS ice-2172,12,213612,114240.0
2022-02-01,2022,202202,на Гагарина,Asic,AS ice-2172,8,147816,76160.0
2022-03-01,2022,202203,на Гагарина,Asic,AS ice-2172,6,105816,57120.0
2022-04-01,2022,202204,на Гагарина,Asic,AS ice-2172,11,208406,104720.0
2022-05-01,2022,202205,на Гагарина,Asic,AS ice-2172,14,264712,133280.0
2022-06-01,2022,202206,на Гагарина,Asic,AS ice-2172,14,258356,133280.0
2022-07-01,2022,202207,на Гагарина,Asic,AS ice-2172,14,241276,133280.0
2022-08-01,2022,202208,на Гагарина,Asic,AS ice-2172,12,212220,114240.0
2022-09-01,2022,202209,на Гагарина,Asic,AS ice-2172,13,239447,123760.0
2022-10-01,2022,202210,на Гагарина,Asic,AS ice-2172,11,202774,104720.0
2022-11-01,2022,202211,на Гагарина,Asic,AS ice-2172,8,145240,76160.0
2022-12-01,2022,202212,на Гагарина,Asic,AS ice-2172,9,161100,85680.0
2021-01-01,2021,202101,на Гагарина,Asic,AS ai-7676,9,358497,147420.0
2021-02-01,2021,202102,на Гагарина,Asic,AS ai-7676,6,242124,98280.0
2021-03-01,2021,202103,на Гагарина,Asic,AS ai-7676,5,197315,81900.0
2021-04-01,2021,202104,на Гагарина,Asic,AS ai-7676,8,327904,131040.0
2021-05-01,2021,202105,на Гагарина,Asic,AS ai-7676,11,450230,180180.0
2021-06-01,2021,202106,на Гагарина,Asic,AS ai-7676,10,406260,163800.0
2021-07-01,2021,202107,на Гагарина,Asic,AS ai-7676,11,428021,180180.0
2021-08-01,2021,202108,на Гагарина,Asic,AS ai-7676,9,355545,147420.0
2021-09-01,2021,202109,на Гагарина,Asic,AS ai-7676,9,363159,147420.0
2021-10-01,2021,202110,на Гагарина,Asic,AS ai-7676,8,318568,131040.0
2021-11-01,2021,202111,на Гагарина,Asic,AS ai-7676,6,244986,98280.0
2021-12-01,2021,202112,на Гагарина,Asic,AS ai-7676,7,279328,114660.0
2022-01-01,2022,202201,на Гагарина,Asic,AS ai-7676,10,402960,163800.0
2022-02-01,2022,202202,на Гагарина,Asic,AS ai-7676,6,242748,98280.0
2022-03-01,2022,202203,на Гагарина,Asic,AS ai-7676,5,200010,81900.0
2022-04-01,2022,202204,на Гагарина,Asic,AS ai-7676,9,361899,147420.0
2022-05-01,2022,202205,на Гагарина,Asic,AS ai-7676,12,490680,196560.0
2022-06-01,2022,202206,на Гагарина,Asic,AS ai-7676,11,446633,180180.0
2022-07-01,2022,202207,на Гагарина,Asic,AS ai-7676,12,460032,196560.0
2022-08-01,2022,202208,на Гагарина,Asic,AS ai-7676,10,397640,163800.0
2022-09-01,2022,202209,на Гагарина,Asic,AS ai-7676,10,394460,163800.0
2022-10-01,2022,202210,на Гагарина,Asic,AS ai-7676,9,364203,147420.0
2022-11-01,2022,202211,на Гагарина,Asic,AS ai-7676,6,240930,98280.0
2022-12-01,2022,202212,на Гагарина,Asic,AS ai-7676,7,280210,114660.0
2021-01-01,2021,202101,на Гагарина,Gunverse,GU air-3053,27,161541,62100.0
2021-02-01,2021,202102,на Гагарина,Gunverse,GU air-3053,17,104924,39100.0
